Gene,Sample_01,Sample_09,Sample_17,Sample_25,Sample_33,Sample_41,Sample_02,Sample_10,Sample_18,Sample_26,Sample_34,Sample_42,Sample_05,Sample_13,Sample_21,Sample_29,Sample_37,Sample_45,Sample_06,Sample_14,Sample_22,Sample_30,Sample_38,Sample_46
Gm43416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Gm43423,57,89,35,52,28.9,36,84,13,35,30,56,33,80,134,44,59,42,30,76,18,35,73,39,86
Gm43426,0,0,0,5,3,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,3,0,0,0
Gm43443,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,26,0,4,0,0
Gm43452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43502,0,0,2,12,13,6,0,0,0,0,2,5,17,6,6,3,0,6,8,1,8,0,10,0
Gm43521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43526,0,0,0,0,0,3,11,0,0,0,0,4,0,0,0,4,0,2,8,34,0,0,0,1
Gm43527,13,0,2,9,7,8,0,11,5,0,5,2,16,0,4,1,5,0,1,1,2,0,9,3
Gm43541,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm4355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43579,8,1,0,2,1,7,0,8,0,2,0,0,0,0,3,0,3,2,0,0,1,0,0,5
Gm43582,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,4,0,1,9,0,0,0,0
Gm43585,0,0,3,11,6,12,0,36,1,0,3,11,3,1,0,0,1,10,0,27,0,0,5,4
Gm43588,0,0,7,0,7,4,0,0,1,0,10,4,0,0,8,14,3,0,14,0,3,10,5,8
Gm43613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43636,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,8,1,0,0,2,0,0,0
Gm43715,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,14,0,3,0,0,0
Gm43717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43718,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43775,18,1,14,11,4,15,24,17,3,2,7,12,3,49,9,10,5,11,22,4,3,16,2,19
Gm43803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43809,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,4.8,0,0,0,0,0,0,0,0,2.67
Gm43830,0,2,1,3,8,15,0,0,8,5,10,29,8,8,6,5,7,12,0,26,5,19,4,20
Gm43833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43847,0,0,6,23,11,8,0,0,21,3,15,6,0,0,33,0,5,12,11,6,42,0,5,3
Gm43863,2,0,1,2,6,2,0,0,0,6,0,4,0,28,7,0,9,6,21,0,4,8,13,6
Gm43865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43877,2,0,6,0,17,4,0,0,10,0,30,30,16,0,28,2,16,29,10,5,16,16,17,30
Gm43887,4,0,0,0,10,0,6,0,21,0,11,1,0,0,6,0,15,0,18,0,4,0,6,1
Gm43888,0,0,0,0,2,0,0,0,2,3,6,0,0,0,6,0,0,0,0,0,2,0,0,0
Gm43904,0,0,0,5,0,3,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,4,2
Gm43914,0,16,7,0,0,13,0,0,0,4,2,17,0,0,5,0,1,0,0,0,0,2,3,8
Gm43919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Gm43958,1,7,0,9,1,1,0,10,4,2,3,3,9,12,0,2,1,0,2,6,1,4,6,1
Gm44007,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,4,3
Gm44008,0,0,0,6,7,0,0,0,6,6,4,1,0,0,4,0,0,3,0,0,1,1,3,5
Gm44040,0,0,0,6,2,0,0,0,3,0,0,2,0,0,1,5,0,0,2,0,5,14,0,0
Gm44041,0,5,0,0,7,7,4,0,0,2,0,0,0,0,0,0,2,0,1,4,0,0,1,1
Gm44044,4,5,14,39,4,4,6,19,3,8,6,8,0,27,11,9,7,1,12,18.98,21,21,9,4
Gm44056,0,0,0,0,3,0,0,0,6,0,2,4,0,0,11,0,4,2,12,0,0,1,4,8
Gm44059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44065,10,0,8,4,7,8,0,51,14,6,9,8,0,0,5,4,4,17,10,22,10,3,15,25
Gm44072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44124,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44146,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4,0
Gm44163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44165,1,0,1,4,3,14,0,0,0,1,2,20,2,19,0,6,3,43,0,0,0,3,15,22
Gm44168,56,44,26,44,135,128,18,10,90,8,129,84,107,34,86,13,149,92,75,123,45,35,213,85
Gm44175,9,0,2,0,5,1,0,0,6,0,6,1,0,16,0,0,3,4,0,7,1,4,5,7
Gm44185,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Gm44214,0,0,0,2,3,2,0,0,8,3,6,2,0,0,2,2,2,8,0,0,8,10,6,1
Gm44221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44240,0,6,0,0,2,4,0,0,0,5,2,0,0,0,0,0,3,1,0,6,0,9,0,0
Gm44243,0,43,9,7,39,13,8,4,8,13,23,35,0,32,32,14,20,30,42,31,18,14,17,33
Gm44259,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3
Gm44261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44267,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44283,5,2,5,6,6,10,7,1,3,5,0,6,2,28,6,0,17,6,11,0,8,5,1,1
Gm44294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44414,5,16,2,17,3,3,0,16,13,5,7,6,16,0,2,6,6,5,1,0,5,3,1,2
Gm44416,0,0,14,17,13,12,0,28,26,6,8,10,13,0,17,11,10,18,5,14,14,14,13,19
Gm44428,0,21,0,0,1,2,0,0,4,0,1,5,0,0,2,0,7,0,0,0,1,0,3,2
Gm44440,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Gm44508,0,0,0,3,2,0,0,0,5,7,4,3,0,7,9,0,0,3,0,0,4,2,4,5
Gm44509,345,228,595,454,1243,592,520.92,95,970,253,903,574,513,249,1217,268,501,707,700,574,873,472,941,444
Gm44539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44542,0,0,0,0,11,1,15,0,17,0,2,5,2,0,2,0,4,16,0,8,0,0,9,5
Gm44565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44617,0,0,0,0,6,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,1,0,5,4
Gm44618,0,0,1,0,0,0,0,0,2,0,2,0,0,0,4,0,1,0,0,4,3,0,2,0
Gm44647,0,0,0,0,4,8,0,0,2,1,0,1,0,0,2,0,0,0,0,21,4,0,11,3
Gm44678,0,0,0,0,12,0,0,0,4,0,0,0,10,0,2,0,0,3,15,0,0,3,5,6
Gm44688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44712,2,13,4,0,1,0,0,16,0,0,1,3,0,11,1,0,0,0,5,0,0,0,0,0
Gm44727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44732,8,10,3,4,1,4,12,14,2,3,0,0,10,2,4,4,7,4,5,1,2,11,1,3
Gm44753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0
Gm44760,0,0,10,18,13,6,23,0,10,6,16,2,12,0,16,13,2,6,7,20,12,18,16,9
Gm44761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44832,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Gm44833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44861,22,0,11,23,37,16,11,0,14,7,14,30,8,1,3,1,26,25,3,15,10,21,9,12
Gm44874,0,0,0,0,4,8,0,0,0,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0
Gm44889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44899,0,15,0,0,0,7,0,0,7,2,1,15,0,12,2,1,6,10,0,0,3,9,6,11
Gm44922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44937,0,0,2,0,2,4,16,0,4,3,0,0,10,6,0,2,0,11,2,10,0,0,0,5
Gm44948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44982,0,0,5,1,5,5,0,0,0,2,18,4,0,0,4,5,9,6,0,18,5,6,4,7
Gm44985,45,5,19,0,27,7,0,0,14,0,37,31,0,11,7,0,28,2,1,0,0,13,69,39
Gm45014,0,0,0,2,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1
Gm45024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45033,7,1,3,1,5,14,17,7,19,6,3,1,1,0,12,4,3,8,0,2,3,11,4,9
Gm45042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm45125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45132,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
Gm45137,0,1,7,44,14,41,1,10,4,7,7,74,1,23,2,11,7,24,0,1,5,7,11,32
Gm45162,0,0,0,0,0,1.01,1,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0
Gm45170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45208,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0,0,0,0,0,1.84,0
Gm45261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45294,3,0,2,9,2,5,33,0,7,5,0,5,0,12,8,5,5,2,1,6,1,0,2,5
Gm45297,0,21,1,0,19,3,0,0,5,0,4,4,0,0,9,4,2,9,0,27,2,0,4,4
Gm45303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45315,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0
Gm45327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45342,15,12,11,2,17,7,14,10,24,13,17,19,3,35,27,3,7,13,15,13,13,5,25,26
Gm45380,41.06,0,5.03,12.01,14,2.01,0,18.02,2.78,6,12,7.01,14.08,18.03,19,5,13.76,17.14,14.8,2.04,16,9.01,11.01,6
Gm45382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45394,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm45416,0,0,1,1,6,10,0,0,3,2,8,2,0,5,10,0,0,3,0,0,5,2,15,14
Gm45435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45457,20,56,31,17,44,25,8,0,38,10,32,21,19,8,38,7,23,19,3,26,60,34,36,16
Gm45488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45494,2,1,2,3,0,0,3,0,0,0,2,3,0,0,0,1,0,2,3,0,3,1,1,0
Gm45513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45546,6,0,6,0,3,2,0,0,13,0,3,8,0,11,1,0,1,0,4,5,3,0,4,2
Gm45550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm45635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45692,0,0,12.87,0,10.59,3.22,0,0,4.64,1.51,21.74,1.71,0,0,3.43,0,5.41,0,17.68,3.53,5.94,8.33,2.88,13.79
Gm45717,0,0,0,4.12,0,0,0,0,0,0,0,2.67,11.96,0,0,7.94,0,0,0,5.87,0,0,0,0
Gm45727,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45733,5.72,13.96,24.35,28.22,10.69,11.97,46.49,28.22,26.32,4.96,14.89,26.04,9.87,26.15,19.99,7.88,16.9,14.17,13.17,20.31,21,15.28,41.71,24.58
Gm45737,4,37,41,20,62,32,18,17,58,17,53,63,67,17,27,9,56,39,16,24,25,32,45,50
Gm45754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45769,24,0,33,15,74,26,9,6,69,8,65,14,65,3,75,0,29,15,88,8,42,13,52,18
Gm4577,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
Gm45784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45790,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0
Gm45832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45864,12,16,1,2,3,0,0,0,10,2,4,1,2,10,3,0,5,3,2,1,6,0,0,0
Gm45865,0,8,8,0,2,0,0,0,0,0,0,2,0,1,0,9,0,0,0,0,0,0,0,2
Gm45866,0,16,4,7,0,0,0,0,0,2,4,0,0,0,0,0,0,9,13,0,0,0,0,0
Gm45868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45869,694,176,143,117,294,178.96,443,281,224,114,339,170,492,446,174,183,210,444,453,739,173,291,270,171
Gm45883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45941,0,0,2,2,12,3,0,0,0,0,7,13,0,0,4,1,13,2,6,0,8,9,15,14
Gm4632,0,0,14,13,3,0,0,0,7,14,7,0,0,0,4,2,7,1,0,0,11,5,1,1
Gm46364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm46378,10,0,23,45,27,77,2,0,45,8,38,75.88,12,24,46,13,36,57,17,45,27,28,31,63
Gm46432,0,0,0,0,0,0.99,0,0.99,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,3
Gm46448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm46545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm46546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm46555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Gm46559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm46644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
Gm46652,3,0,0,0,4,4,0,0,4,0,1,7,1,0,0,4,10,2,0,0,2,6,1,1
Gm46733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47018,11,0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
Gm47022,0,0,6,0,2,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
Gm47039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm47061,6,30,0,8,2,4,0,0,9,0,2,3,0,3,7,0,3,2,13,3,3,0,18,0
Gm47066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47092,0,0,3,7,9,10,0,9,17,2,2,8,6,0,3,0,0,3,0,0,13,3,13,5
Gm47093,0,0,2,0,2,0,0,0,0,0,1,1,0,0,2,1,2,5,0,0,0,0,4,3
Gm47094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm47116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Gm47155,55,57,92,54,162,112,32,15,123,44,118,136,82,52,111,38,88,146,85,46,133,63,117,80
Gm47172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47197,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47215,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47230,0,0,0,0,1,4,0,0,0,2,0,10,0,0,0,0,0,5,0,5,0,0,1,3
Gm47233,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Gm47243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm47410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47450,5,0,0,0,5,0,0,0,2,0,5,0,18,0,8,0,1,0,0,0,3,0,2,1
Gm47461,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0
Gm47464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47475,0,0,9,4,14,0,0,0,0,0,8,5,0,0,15,4,5,2,0,10,11,6,1,3
Gm47476,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Gm47477,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,1,0,0,3,0,0,0
Gm47512,6,0,14,17,16,12,2,0,12,5,21,23,4,2,22,7,26,18,26,36,25,5,20,26
Gm47526,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm47537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47624,32,10,2,3,3,4,23,5,7,10,3,7,17.9,0,2,2,8,4,33,19,0,3,0,6
Gm47638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47646,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Gm47652,15,7,6,3,2,10,2,0,37,0,5,21,5,4,16,1,10,11,7,36,4,5,10,9
Gm47660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47700,9,0,0,4,0,0,0,0,0,0,2,0,0,0,4,0,0,6,0,0,1,2,0,0
Gm47709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47710,25,0,0,5,3,11,0,0,3,11,4,0,0,0,0,0,4,1,19,7,2,1,8,0
Gm47728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47753,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Gm47759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3
Gm47763,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm47773,19,17,7,2,1,0,32,14,0,13,0,0,0,10,2,0,0,4,9,0,0,0,0,0
Gm47776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm47780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
